,fga_home,fta_home,fgm_home,fga_2_home,fgm_2_home,fga_3_home,fgm_3_home,ast_home,blk_home,pf_home,reb_home,dreb_home,oreb_home,to_home,pts_home
56,1.5906148867313916,0.5372168284789643,0.7087378640776699,1.3171521035598706,0.6084142394822006,0.27346278317152106,0.10032362459546926,0.45145631067961167,0.09870550161812297,0.15857605177993528,0.9142394822006472,0.5776699029126213,0.3365695792880259,0.30097087378640774,1.5177993527508091
446,1.6981981981981982,0.5518018018018018,0.7792792792792793,1.3355855855855856,0.6509009009009009,0.36261261261261263,0.12837837837837837,0.5045045045045045,0.09684684684684684,0.18468468468468469,0.9819819819819819,0.6351351351351351,0.34684684684684686,0.34684684684684686,1.686936936936937
111,2.0983182406209573,0.5912031047865459,0.9521345407503234,1.6882276843467012,0.8137128072445019,0.41009055627425617,0.1384217335058215,0.49805950840879687,0.13583441138421734,0.258732212160414,1.2936610608020698,0.8163001293661061,0.47736093143596375,0.3777490297542044,2.0426908150064684
123,1.8299531981279251,0.53198127925117,0.8252730109204368,1.4742589703588143,0.6911076443057722,0.35569422776911075,0.13416536661466458,0.43213728549141966,0.11544461778471139,0.20904836193447737,1.15600624024961,0.748829953198128,0.40717628705148207,0.34009360374414976,1.7847113884555381
264,1.3072916666666667,0.3671875,0.5677083333333334,1.0182291666666667,0.4713541666666667,0.2890625,0.09635416666666667,0.2864583333333333,0.0625,0.10677083333333333,0.8463541666666666,0.5546875,0.2916666666666667,0.22135416666666666,1.2317708333333333
38,2.4365853658536585,0.7390243902439024,1.051219512195122,1.778048780487805,0.8219512195121951,0.6585365853658537,0.22926829268292684,0.5926829268292683,0.12682926829268293,0.29024390243902437,1.673170731707317,1.170731707317073,0.5024390243902439,0.5170731707317073,2.3317073170731706
173,2.3777777777777778,0.7777777777777778,1.0222222222222221,1.7222222222222223,0.8,0.6555555555555556,0.2222222222222222,0.5222222222222223,0.13333333333333333,0.3111111111111111,1.6888888888888889,1.0444444444444445,0.6444444444444445,0.4111111111111111,2.2666666666666666
74,3.8432539682539684,1.2123015873015872,1.7738095238095237,3.0238095238095237,1.4851190476190477,0.8194444444444444,0.28869047619047616,1.064484126984127,0.15476190476190477,0.48313492063492064,2.3273809523809526,1.5277777777777777,0.7996031746031746,0.5376984126984127,3.8363095238095237
92,3.0704845814977975,0.8546255506607929,1.2555066079295154,2.4713656387665197,1.0748898678414096,0.5991189427312775,0.18061674008810572,0.6872246696035242,0.16740088105726872,0.3436123348017621,1.9911894273127753,1.2378854625550662,0.7533039647577092,0.4801762114537445,2.6916299559471364
281,3.5811567164179103,1.3115671641791045,1.6958955223880596,2.908582089552239,1.4561567164179106,0.6725746268656716,0.23973880597014927,1.0419776119402986,0.21641791044776118,0.4001865671641791,2.2565298507462686,1.4440298507462686,0.8125,0.6893656716417911,3.6315298507462686
