game,season,home_team,away_team,starting_min,end_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4,fga_home,fta_home,fgm_home,fga_2_home,fgm_2_home,fga_3_home,fgm_3_home,ast_home,blk_home,pf_home,reb_home,dreb_home,oreb_home,to_home,pts_home,pct_home,pct_2_home,pct_3_home,fga_visitor,fta_visitor,fgm_visitor,fga_2_visitor,fgm_2_visitor,fga_3_visitor,fgm_3_visitor,ast_visitor,blk_visitor,pf_visitor,reb_visitor,dreb_visitor,oreb_visitor,to_visitor,pts_visitor,pct_visitor,pct_2_visitor,pct_3_visitor,outcome
201112270POR,2012,24,25,16,16,183,242,204,210,144,180,183,157,178,205,2,0,1,2,1,0,0,0,0,0,3,2,1,1,2,0.5,0.5,0.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
201112270POR,2012,24,25,17,19,158,164,204,210,144,180,183,157,178,205,6,0,2,5,2,1,0,1,0,0,2,0,2,1,4,0.3333333333333333,0.4,0.0,5,0,4,5,4,0,0,2,0,0,3,2,1,1,8,0.8,0.8,0.0,-1
201112270POR,2012,24,25,20,20,158,246,233,231,228,180,183,157,287,215,5,0,2,3,1,2,1,2,1,0,3,0,3,0,5,0.4,0.3333333333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1
201112270POR,2012,24,25,21,21,158,246,233,231,228,180,183,157,101,215,1,1,1,1,1,0,0,1,0,0,0,0,0,0,2,1.0,1.0,0.0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,2,1.0,1.0,0.0,-1
201112270POR,2012,24,25,22,22,158,246,233,231,228,180,183,166,178,215,1,0,1,1,1,0,0,1,0,0,2,2,0,1,2,1.0,1.0,0.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
201112270POR,2012,24,25,23,23,158,246,233,231,228,180,183,244,287,215,3,3,1,1,1,2,0,1,0,0,4,2,2,0,2,0.3333333333333333,1.0,0.0,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1
201112270POR,2012,24,25,24,24,158,246,233,231,228,79,183,157,178,205,2,0,0,1,0,1,0,0,1,0,2,1,1,0,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,-1
201112270POR,2012,24,25,25,25,158,246,233,231,228,79,85,166,178,215,2,1,1,1,1,1,0,0,0,0,1,1,0,0,2,0.5,1.0,0.0,3,0,0,3,0,0,0,0,1,0,4,2,2,0,0,0.0,0.0,0.0,1
201112270POR,2012,24,25,26,28,158,246,233,210,144,79,85,166,178,215,5,2,2,4,2,1,0,0,0,0,6,4,2,1,4,0.4,0.5,0.0,5,2,1,3,1,2,0,1,0,0,2,2,0,1,2,0.2,0.3333333333333333,0.0,1
201112270POR,2012,24,25,29,31,158,246,233,210,144,79,157,244,287,215,6,1,5,5,5,1,0,5,0,0,1,1,0,0,10,0.8333333333333334,1.0,0.0,3,7,0,1,0,2,0,0,0,0,5,1,4,1,0,0.0,0.0,0.0,1
201112270POR,2012,24,25,32,32,158,242,204,210,144,79,153,114,92,205,1,2,1,1,1,0,0,1,0,0,0,0,0,0,2,1.0,1.0,0.0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,3,1.0,0.0,1.0,-1
201112270POR,2012,24,25,33,36,87,133,114,141,121,114,153,114,92,205,10,2,4,8,4,2,0,2,0,0,9,5,4,1,8,0.4,0.5,0.0,7,1,2,4,2,3,0,0,0,0,2,2,0,1,4,0.2857142857142857,0.5,0.0,1
201112270POR,2012,24,25,37,38,87,164,198,210,228,79,153,114,178,215,2,2,0,2,0,0,0,0,0,0,4,3,1,2,0,0.0,0.0,0.0,4,0,1,4,1,0,0,0,1,0,1,1,0,1,2,0.25,0.25,0.0,-1
201112270POR,2012,24,25,39,39,87,164,198,210,228,79,153,141,178,215,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,0,0,3,0,0,0,0,3,0,4,1,3,2,0,0.0,0.0,0.0,-1
201112270POR,2012,24,25,40,40,233,246,264,231,228,114,153,141,178,215,2,0,1,1,1,1,0,1,0,0,0,0,0,0,2,0.5,1.0,0.0,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0.0,0.0,0.0,1
201112270POR,2012,24,25,41,41,158,246,264,231,228,114,183,166,178,215,1,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,2,1,1,2,1,0,0,0,0,0,2,2,0,1,2,0.5,0.5,0.0,-1
201112270POR,2012,24,25,42,42,158,164,204,231,228,114,183,166,178,215,0,2,0,0,0,0,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0.5,0.5,0.0,-1
201112270POR,2012,24,25,43,43,158,164,204,176,121,114,183,166,178,215,1,2,1,1,1,0,0,1,0,0,1,1,0,0,2,1.0,1.0,0.0,2,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0.0,0.0,0.0,1
201112270POR,2012,24,25,44,46,158,164,204,176,121,79,85,166,178,215,6,0,4,4,3,2,1,2,0,0,2,1,1,0,9,0.6666666666666666,0.75,0.5,3,1,1,3,1,0,0,1,1,0,2,1,1,3,2,0.3333333333333333,0.3333333333333333,0.0,1
201112270POR,2012,24,25,47,47,87,116,87,69,82,177,157,141,92,205,1,0,1,1,1,0,0,0,0,0,1,1,0,0,2,1.0,1.0,0.0,2,0,1,0,0,2,1,0,0,0,0,0,0,0,3,0.5,0.0,0.5,-1
201112290SAC,2012,25,3,0,7,79,83,157,178,217,58,96,159,168,148,15,6,3,13,3,2,0,1,1,0,7,3,4,2,6,0.2,0.2307692307692307,0.0,15,3,10,15,10,0,0,4,1,0,12,10,2,3,20,0.6666666666666666,0.6666666666666666,0.0,-1
201112290SAC,2012,25,3,8,8,79,157,157,178,217,58,96,159,168,148,1,2,1,1,1,0,0,1,0,0,1,0,1,0,2,1.0,1.0,0.0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,3,1.0,0.0,1.0,-1
201112290SAC,2012,25,3,9,9,79,157,157,178,217,58,96,234,216,154,2,0,1,2,1,0,0,1,0,0,1,1,0,0,2,0.5,0.5,0.0,2,0,0,2,0,0,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,1
201112290SAC,2012,25,3,10,10,79,157,148,103,93,58,96,234,216,154,1,0,1,0,0,1,1,1,0,0,0,0,0,1,3,1.0,0.0,1.0,2,0,2,2,2,0,0,1,0,0,0,0,0,0,4,1.0,1.0,0.0,-1
201112290SAC,2012,25,3,11,12,178,183,148,103,93,124,266,278,244,190,3,4,2,2,2,1,0,1,0,0,4,2,2,1,4,0.6666666666666666,1.0,0.0,4,0,1,2,1,2,0,1,0,0,2,1,1,1,2,0.25,0.5,0.0,1
201112290SAC,2012,25,3,13,13,178,183,148,178,207,55,266,278,244,190,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,2,0,1,2,1,0,0,1,0,0,1,0,1,1,2,0.5,0.5,0.0,-1
201112290SAC,2012,25,3,14,14,178,183,148,178,207,55,36,234,216,154,2,0,1,0,0,2,1,0,0,0,1,1,0,0,3,0.5,0.0,0.5,2,1,1,2,1,0,0,1,0,0,2,1,1,0,2,0.5,0.5,0.0,1
201112290SAC,2012,25,3,15,16,178,183,148,286,217,55,36,210,216,154,2,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,4,0,4,2,2,2,2,4,0,0,2,2,0,0,10,1.0,1.0,1.0,-1
201112290SAC,2012,25,3,17,19,79,83,148,103,217,58,96,159,143,148,7,0,3,5,2,2,1,2,1,0,5,3,2,0,7,0.4285714285714285,0.4,0.5,7,0,2,6,1,1,1,1,1,0,4,2,2,0,5,0.2857142857142857,0.1666666666666666,1.0,1
201112290SAC,2012,25,3,20,23,79,83,157,178,217,58,96,159,168,148,7,3,6,5,4,2,2,3,0,0,5,3,2,1,14,0.8571428571428571,0.8,1.0,6,4,3,5,3,1,0,2,0,0,2,0,2,1,6,0.5,0.6,0.0,1
201112290SAC,2012,25,3,24,28,79,83,157,178,217,58,96,159,168,148,9,3,4,8,3,1,1,2,0,0,2,1,1,0,9,0.4444444444444444,0.375,1.0,6,2,4,6,4,0,0,1,0,0,6,5,1,3,8,0.6666666666666666,0.6666666666666666,0.0,1
201112290SAC,2012,25,3,29,30,79,83,157,178,217,58,96,234,216,148,3,4,2,3,2,0,0,0,1,0,3,2,1,0,4,0.6666666666666666,0.6666666666666666,0.0,3,0,1,2,1,1,0,0,0,0,1,1,0,0,2,0.3333333333333333,0.5,0.0,1
201112290SAC,2012,25,3,31,33,79,83,157,178,217,55,36,234,216,148,5,0,1,4,1,1,0,0,1,0,2,2,0,0,2,0.2,0.25,0.0,6,0,4,5,3,1,1,2,0,0,4,4,0,0,9,0.6666666666666666,0.6,1.0,-1
201112290SAC,2012,25,3,34,35,178,183,148,103,93,55,36,234,216,148,2,0,1,1,1,1,0,0,0,0,2,1,1,3,2,0.5,1.0,0.0,4,0,2,4,2,0,0,1,0,0,1,0,1,0,4,0.5,0.5,0.0,-1
201112290SAC,2012,25,3,36,36,178,183,148,103,93,55,266,278,237,190,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,1
201112290SAC,2012,25,3,37,37,178,183,148,178,207,55,266,278,244,190,3,1,1,3,1,0,0,0,0,0,2,1,1,0,2,0.3333333333333333,0.3333333333333333,0.0,3,0,2,1,1,2,1,2,0,0,2,2,0,0,5,0.6666666666666666,1.0,0.5,-1
201112290SAC,2012,25,3,38,39,178,183,148,178,207,124,198,234,244,190,3,2,2,3,2,0,0,1,0,0,3,1,2,1,4,0.6666666666666666,0.6666666666666666,0.0,4,1,3,4,3,0,0,2,0,0,0,0,0,0,6,0.75,0.75,0.0,-1
201112290SAC,2012,25,3,40,40,178,183,148,286,217,124,198,210,244,190,0,4,0,0,0,0,0,0,0,0,2,1,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0.0,0.0,0.0,-1
201112290SAC,2012,25,3,41,41,79,83,148,178,217,55,198,210,237,190,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,2,0,2,2,2,0,0,1,0,0,2,2,0,0,4,1.0,1.0,0.0,-1
201112290SAC,2012,25,3,42,44,79,83,148,178,217,55,36,234,216,148,7,0,2,5,0,2,2,0,0,0,6,2,4,4,6,0.2857142857142857,0.0,1.0,3,2,0,3,0,0,0,0,0,0,3,1,2,3,0,0.0,0.0,0.0,1
201112290SAC,2012,25,3,45,46,79,157,148,178,217,58,96,234,216,148,4,0,2,3,2,1,0,0,0,0,2,1,1,1,4,0.5,0.6666666666666666,0.0,2,4,0,2,0,0,0,0,0,0,2,1,1,2,0,0.0,0.0,0.0,1
201112310SAC,2012,25,19,0,3,79,83,157,178,217,60,219,217,282,217,9,0,4,7,2,2,2,2,0,0,4,1,3,1,10,0.4444444444444444,0.2857142857142857,1.0,5,0,3,2,1,3,2,3,0,0,3,2,1,3,8,0.6,0.5,0.6666666666666666,1
201112310SAC,2012,25,19,4,6,79,83,157,178,217,60,193,180,150,200,8,0,1,5,1,3,0,1,2,0,4,0,4,2,2,0.125,0.2,0.0,8,0,5,5,3,3,2,2,0,0,6,3,3,0,12,0.625,0.6,0.6666666666666666,-1
201112310SAC,2012,25,19,7,9,79,83,148,103,93,60,193,180,150,200,4,4,1,4,1,0,0,0,0,0,4,2,2,1,2,0.25,0.25,0.0,7,2,4,5,3,2,1,2,1,0,3,2,1,0,9,0.5714285714285714,0.6,0.5,-1
201112310SAC,2012,25,19,10,12,175,157,148,103,207,60,150,180,150,107,5,0,1,3,0,2,1,0,0,0,4,2,2,1,3,0.2,0.0,0.5,7,2,3,4,0,3,3,3,0,0,5,2,3,0,9,0.4285714285714285,0.0,1.0,-1
201112310SAC,2012,25,19,13,14,178,194,235,286,217,174,219,217,195,187,3,1,1,3,1,0,0,0,1,0,3,1,2,2,2,0.3333333333333333,0.3333333333333333,0.0,2,1,1,1,1,1,0,1,0,0,1,1,0,2,2,0.5,1.0,0.0,-1
201112310SAC,2012,25,19,15,15,112,183,148,178,217,174,251,260,273,217,3,0,2,1,1,2,1,1,0,0,2,2,0,0,5,0.6666666666666666,1.0,0.5,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1
201112310SAC,2012,25,19,16,17,112,183,148,178,217,174,219,260,236,187,2,2,1,1,1,1,0,1,0,0,4,3,1,1,2,0.5,1.0,0.0,4,0,1,2,1,2,0,0,0,0,0,0,0,0,2,0.25,0.5,0.0,-1
201112310SAC,2012,25,19,18,20,112,183,157,178,217,60,219,217,273,200,4,6,1,3,1,1,0,0,0,0,7,2,5,0,2,0.25,0.3333333333333333,0.0,5,2,1,5,1,0,0,1,0,0,3,1,2,0,2,0.2,0.2,0.0,-1
201112310SAC,2012,25,19,21,21,112,183,157,178,217,60,150,180,150,200,2,0,2,2,2,0,0,1,0,0,1,1,0,0,4,1.0,1.0,0.0,2,0,1,2,1,0,0,1,0,0,0,0,0,0,2,0.5,0.5,0.0,1
201112310SAC,2012,25,19,22,23,79,183,157,178,217,60,150,180,150,200,5,0,1,4,1,1,0,1,0,0,5,3,2,1,2,0.2,0.25,0.0,3,3,1,2,1,1,0,0,0,0,2,2,0,1,2,0.3333333333333333,0.5,0.0,-1
201112310SAC,2012,25,19,24,24,79,102,132,178,217,60,150,180,150,200,2,0,1,2,1,0,0,0,0,0,1,1,0,0,2,0.5,0.5,0.0,1,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,1
201112310SAC,2012,25,19,25,26,79,83,157,178,217,60,219,217,282,217,6,0,2,4,2,2,0,0,1,0,3,1,2,0,4,0.3333333333333333,0.5,0.0,3,2,2,1,1,2,1,2,0,0,3,2,1,0,5,0.6666666666666666,1.0,0.5,-1
201112310SAC,2012,25,19,27,29,79,83,63,178,217,60,219,217,282,217,3,2,2,3,2,0,0,2,0,0,2,1,1,1,4,0.6666666666666666,0.6666666666666666,0.0,4,2,2,4,2,0,0,2,0,0,2,1,1,2,4,0.5,0.5,0.0,-1
201112310SAC,2012,25,19,30,31,112,102,132,178,217,60,219,217,282,217,3,2,2,1,0,2,2,2,0,0,4,2,2,1,6,0.6666666666666666,0.0,1.0,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
201112310SAC,2012,25,19,32,32,112,102,132,178,217,60,150,180,195,217,2,0,0,2,0,0,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,-1
201112310SAC,2012,25,19,33,33,112,102,132,96,217,60,150,180,195,217,1,2,0,1,0,0,0,0,0,0,2,1,1,0,0,0.0,0.0,0.0,3,0,1,3,1,0,0,0,0,0,2,1,1,0,2,0.3333333333333333,0.3333333333333333,0.0,-1
201112310SAC,2012,25,19,34,34,79,102,132,96,217,60,150,180,195,217,1,0,1,1,1,0,0,0,0,0,1,1,0,0,2,1.0,1.0,0.0,2,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,1
201112310SAC,2012,25,19,35,36,79,102,132,96,93,60,150,217,195,217,4,2,0,2,0,2,0,0,1,0,3,1,2,0,0,0.0,0.0,0.0,3,0,2,3,2,0,0,0,0,0,2,2,0,0,4,0.6666666666666666,0.6666666666666666,0.0,-1
201112310SAC,2012,25,19,37,37,79,102,132,96,93,174,219,260,282,217,3,2,1,2,1,1,0,1,0,0,2,1,1,0,2,0.3333333333333333,0.5,0.0,2,1,1,2,1,0,0,1,0,0,2,2,0,0,2,0.5,0.5,0.0,-1
201112310SAC,2012,25,19,38,39,79,83,148,178,217,174,219,260,282,217,2,1,2,2,2,0,0,1,0,0,0,0,0,1,4,1.0,1.0,0.0,5,2,4,4,4,1,0,2,0,0,1,0,1,0,8,0.8,1.0,0.0,-1
201112310SAC,2012,25,19,40,40,79,83,148,178,217,174,219,217,282,217,3,0,1,3,1,0,0,0,0,0,2,1,1,0,2,0.3333333333333333,0.3333333333333333,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1
201112310SAC,2012,25,19,41,41,79,83,157,178,217,174,219,217,282,217,4,2,0,3,0,1,0,0,1,0,5,1,4,0,0,0.0,0.0,0.0,1,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,-1
201112310SAC,2012,25,19,42,44,79,183,157,178,217,60,150,217,282,217,4,6,1,3,1,1,0,0,0,0,4,1,3,0,2,0.25,0.3333333333333333,0.0,9,1,4,7,3,2,1,2,1,0,7,3,4,1,9,0.4444444444444444,0.4285714285714285,0.5,-1
201112310SAC,2012,25,19,45,47,175,157,132,96,216,174,188,153,150,187,3,9,2,2,2,1,0,2,0,0,3,2,1,1,4,0.6666666666666666,1.0,0.0,6,0,4,5,4,1,0,4,0,0,2,2,0,1,8,0.6666666666666666,0.8,0.0,-1
201201010SAC,2012,25,18,0,6,79,157,157,178,217,56,121,133,175,206,11,4,4,9,4,2,0,1,0,0,5,3,2,1,8,0.3636363636363636,0.4444444444444444,0.0,17,0,8,14,8,3,0,4,1,0,12,6,6,1,16,0.4705882352941176,0.5714285714285714,0.0,-1
201201010SAC,2012,25,18,7,8,79,183,157,178,217,56,121,133,175,206,5,0,1,4,1,1,0,1,0,0,3,1,2,1,2,0.2,0.25,0.0,4,0,1,2,1,2,0,0,0,0,4,2,2,1,2,0.25,0.5,0.0,-1
201201010SAC,2012,25,18,9,9,79,183,157,178,217,73,121,133,175,206,1,0,1,0,0,1,1,0,0,0,2,2,0,0,3,1.0,0.0,1.0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1
201201010SAC,2012,25,18,10,12,198,194,157,178,207,73,143,133,79,206,5,0,2,3,1,2,1,1,0,0,4,4,0,2,5,0.4,0.3333333333333333,0.5,6,4,2,6,2,0,0,2,1,0,7,3,4,0,4,0.3333333333333333,0.3333333333333333,0.0,1
201201010SAC,2012,25,18,13,15,153,183,148,286,217,5,47,102,79,91,6,2,1,4,1,2,0,1,0,0,3,2,1,0,2,0.1666666666666666,0.25,0.0,6,2,2,5,2,1,0,2,0,0,6,4,2,1,4,0.3333333333333333,0.4,0.0,-1
201201010SAC,2012,25,18,16,17,79,157,148,103,217,5,34,21,54,91,3,2,0,2,0,1,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,2,0,1,2,1,0,0,0,0,0,3,3,0,3,2,0.5,0.5,0.0,-1
201201010SAC,2012,25,18,18,18,79,157,148,103,217,5,47,80,54,91,2,0,2,2,2,0,0,1,0,0,0,0,0,0,4,1.0,1.0,0.0,2,2,0,2,0,0,0,0,0,0,3,0,3,1,0,0.0,0.0,0.0,1
201201010SAC,2012,25,18,19,22,79,157,157,178,217,73,121,133,175,206,7,3,2,6,2,1,0,0,1,0,3,3,0,0,4,0.2857142857142857,0.3333333333333333,0.0,8,0,4,6,4,2,0,4,0,0,6,5,1,2,8,0.5,0.6666666666666666,0.0,-1
201201010SAC,2012,25,18,23,23,79,183,157,178,217,73,121,133,175,206,3,0,0,3,0,0,0,0,0,0,4,2,2,1,0,0.0,0.0,0.0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,-1
201201010SAC,2012,25,18,24,24,79,183,148,103,93,73,121,102,75,206,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1.0,1.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,2,1.0,1.0,0.0,-1
201201010SAC,2012,25,18,25,29,79,157,157,178,217,56,121,133,175,206,9,5,6,6,4,3,2,2,0,0,6,5,1,0,14,0.6666666666666666,0.6666666666666666,0.6666666666666666,9,0,3,7,3,2,0,2,1,0,3,2,1,2,6,0.3333333333333333,0.4285714285714285,0.0,1
201201010SAC,2012,25,18,30,30,79,157,157,178,217,56,121,102,175,206,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,2,1.0,1.0,0.0,-1
201201010SAC,2012,25,18,31,32,79,157,157,178,217,73,121,102,175,206,4,0,2,3,1,1,1,1,0,0,1,1,0,0,5,0.5,0.3333333333333333,1.0,4,0,3,3,3,1,0,2,0,0,2,2,0,0,6,0.75,1.0,0.0,-1
201201010SAC,2012,25,18,33,35,79,183,148,103,217,73,121,102,175,206,5,2,1,4,1,1,0,0,1,0,4,2,2,1,2,0.2,0.25,0.0,5,0,1,3,1,2,0,1,0,0,4,2,2,1,2,0.2,0.3333333333333333,0.0,-1
201201010SAC,2012,25,18,36,36,198,194,157,178,207,73,143,133,79,206,2,0,1,1,0,1,1,1,0,0,1,1,0,0,3,0.5,0.0,1.0,2,0,1,2,1,0,0,1,0,0,1,1,0,0,2,0.5,0.5,0.0,1
201201010SAC,2012,25,18,37,39,153,153,132,96,207,5,34,102,75,35,6,0,2,3,1,3,1,1,0,0,1,1,0,0,5,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,2,2,4,2,0,0,1,1,0,6,4,2,1,4,0.5,0.5,0.0,1
201201010SAC,2012,25,18,40,40,153,183,148,178,207,56,121,102,75,206,2,0,1,1,1,1,0,1,0,0,0,0,0,0,2,0.5,1.0,0.0,2,0,2,2,2,0,0,2,0,0,1,1,0,0,4,1.0,1.0,0.0,-1
201201010SAC,2012,25,18,41,41,79,127,132,96,93,56,121,102,75,206,2,3,2,2,2,0,0,2,0,0,1,0,1,0,4,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0.0,0.0,0.0,1
201201010SAC,2012,25,18,42,44,79,157,157,178,217,73,121,133,175,206,7,0,3,5,2,2,1,1,0,0,3,2,1,0,7,0.4285714285714285,0.4,0.5,3,2,1,2,1,1,0,1,0,0,4,3,1,2,2,0.3333333333333333,0.5,0.0,1
201201010SAC,2012,25,18,45,46,79,157,157,178,217,73,143,139,175,206,3,0,3,3,3,0,0,2,0,0,2,2,0,1,6,1.0,1.0,0.0,6,2,1,5,1,1,0,0,0,0,3,0,3,1,2,0.1666666666666666,0.2,0.0,1
201201010SAC,2012,25,18,47,47,79,194,157,178,217,73,143,139,175,206,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,4,0,2,4,2,0,0,0,1,0,2,0,2,0,4,0.5,0.5,0.0,-1
201201030MEM,2012,13,25,0,7,102,188,230,249,203,79,157,166,178,215,17,3,9,16,8,1,1,3,1,0,13,8,5,2,19,0.5294117647058824,0.5,1.0,11,7,3,9,2,2,1,1,0,0,6,5,1,2,7,0.2727272727272727,0.2222222222222222,0.5,1
201201030MEM,2012,13,25,8,9,242,286,297,254,203,79,183,157,101,93,3,0,2,2,1,1,1,1,0,0,1,1,0,1,5,0.6666666666666666,0.5,1.0,2,0,1,2,1,0,0,1,0,0,1,1,0,3,2,0.5,0.5,0.0,1
201201030MEM,2012,13,25,10,12,242,286,268,249,167,114,183,157,178,205,5,0,4,5,4,0,0,2,0,0,4,3,1,0,8,0.8,0.8,0.0,9,0,2,8,2,1,0,1,0,0,4,0,4,0,4,0.2222222222222222,0.25,0.0,1
201201030MEM,2012,13,25,13,13,242,286,268,225,167,114,183,157,287,215,3,0,2,3,2,0,0,1,0,0,1,1,0,0,4,0.6666666666666666,0.6666666666666666,0.0,1,2,0,0,0,1,0,0,0,0,2,1,1,0,0,0.0,0.0,0.0,1
201201030MEM,2012,13,25,14,16,200,268,268,225,167,114,183,157,287,215,4,0,2,2,2,2,0,1,0,0,0,0,0,0,4,0.5,1.0,0.0,6,0,5,4,3,2,2,2,0,0,3,2,1,0,12,0.8333333333333334,0.75,1.0,-1
201201030MEM,2012,13,25,17,17,102,188,170,215,161,114,157,157,287,215,3,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,1,2,0,1,0,0,0,0,1,0,3,3,0,1,0,0.0,0.0,0.0,-1
201201030MEM,2012,13,25,18,19,102,188,170,249,203,114,157,157,287,215,3,0,2,2,2,1,0,0,0,0,0,0,0,0,4,0.6666666666666666,1.0,0.0,2,0,2,2,2,0,0,0,0,0,1,1,0,0,4,1.0,1.0,0.0,-1
201201030MEM,2012,13,25,20,20,102,188,170,249,203,79,157,244,287,215,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,2,2,1.0,1.0,0.0,-1
201201030MEM,2012,13,25,21,23,102,188,230,249,203,79,157,166,178,215,5,0,3,5,3,0,0,1,0,0,4,3,1,4,6,0.6,0.6,0.0,5,6,3,5,3,0,0,1,0,0,2,1,1,0,6,0.6,0.6,0.0,-1
201201030MEM,2012,13,25,24,24,242,286,297,254,203,79,153,114,178,205,1,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0.0,0.0,0.0,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,-1
201201030MEM,2012,13,25,25,27,242,286,297,254,203,79,157,166,178,215,8,3,5,7,5,1,0,3,0,0,2,1,1,0,10,0.625,0.7142857142857143,0.0,4,2,1,4,1,0,0,0,1,0,6,4,2,3,2,0.25,0.25,0.0,1
201201030MEM,2012,13,25,28,30,242,286,297,254,203,79,157,244,287,215,6,0,5,6,5,0,0,3,0,0,4,3,1,1,10,0.8333333333333334,0.8333333333333334,0.0,7,0,2,6,2,1,0,0,0,0,2,0,2,1,4,0.2857142857142857,0.3333333333333333,0.0,1
201201030MEM,2012,13,25,31,32,242,286,297,254,203,114,157,244,287,215,4,4,2,4,2,0,0,0,0,0,4,2,2,0,4,0.5,0.5,0.0,4,0,2,1,0,3,2,2,0,0,0,0,0,0,6,0.5,0.0,0.6666666666666666,-1
201201030MEM,2012,13,25,33,33,242,286,297,254,203,114,157,157,287,215,2,0,1,2,1,0,0,0,0,0,3,2,1,1,2,0.5,0.5,0.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
201201030MEM,2012,13,25,34,34,200,268,268,225,167,114,153,141,92,205,2,0,2,2,2,0,0,0,0,0,1,1,0,0,4,1.0,1.0,0.0,2,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,1
201201030MEM,2012,13,25,35,35,200,268,268,225,167,114,129,111,81,42,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,2,2,1,2,1,0,0,0,0,0,1,1,0,0,2,0.5,0.5,0.0,-1
201201030MEM,2012,13,25,36,37,200,216,268,225,167,114,129,111,81,42,4,0,1,3,1,1,0,0,1,0,2,2,0,1,2,0.25,0.3333333333333333,0.0,3,0,1,1,1,2,0,0,0,0,3,3,0,1,2,0.3333333333333333,1.0,0.0,-1
201201030MEM,2012,13,25,38,39,200,216,268,225,167,114,105,89,58,42,5,0,2,5,2,0,0,1,1,0,4,2,2,1,4,0.4,0.4,0.0,4,1,1,1,0,3,1,1,0,0,2,1,1,1,3,0.25,0.0,0.3333333333333333,1
201201030MEM,2012,13,25,40,40,242,286,268,249,167,114,105,89,58,42,1,4,1,1,1,0,0,0,0,0,1,1,0,0,2,1.0,1.0,0.0,2,0,1,0,0,2,1,0,0,0,0,0,0,1,3,0.5,0.0,0.5,-1
